20
889 1664
219 752 607
791 160 274
60 404 770
514 163 751
765 609 739
893 282 364
159 956 750
259 957 118
929 464 554
369 253 521
672 472 48
402 469 316
971 221 295
983 863 10
473 524 19
237 876 495
987 26 537
208 958 444
892 159 709
753 246 509
515 693 277
974 750 79
689 201 440
404 394 148
80 253 948
785 959 438
767 589 599
831 123 840
563 571 467
687 425 810
277 377 965
783 711 885
952 453 413
481 699 353
533 329 786
419 622 76
59 609 673
781 264 203
523 859 180
436 822 381
659 490 937
375 519 225
317 672 547
388 571 586
357 113 256
562 694 486
553 564 933
255 733 623
292 947 520
552 656 858
730 632 814
363 815 909
984 110 459
870 779 142
1 337 35
245 32 642
14 972 868
62 98 88
986 374 419
299 641 502
379 817 273
351 498 31
268 792 36
710 642 636
173 631 700
254 852 945
180 559 897
129 278 325
271 717 957
164 218 242
534 962 490
654 787 514
977 351 97
617 892 9
174 552 439
295 131 337
242 802 740
546 175 260
53 672 327
50 37 284
566 430 493
140 293 63
874 877 75
698 875 428
484 925 368
710 129 970
284 382 676
479 711 861
568 413 941
257 288 142
266 444 187
929 698 665
605 590 461
178 112 804
641 356 932
547 141 152
605 894 635
392 692 147
459 331 630
925 735 556
637 106 219
764 579 291
394 954 462
407 307 321
890 941 864
821 623 479
157 216 859
59 728 41
420 199 629
118 768 727
300 748 378
808 642 722
237 392 542
169 470 790
959 694 459
456 500 163
241 968 540
893 40 597
936 280 621
678 284 644
573 436 674
296 386 428
569 403 589
920 590 376
755 929 453
971 548 416
817 349 694
294 926 105
803 694 862
343 227 518
182 641 756
492 623 428
403 610 898
583 153 492
893 339 629
351 722 544
823 383 275
981 787 286
390 522 527
400 615 323
135 89 179
631 148 998
853 112 506
820 135 494
761 191 743
683 917 77
793 284 604
527 807 166
149 80 744
248 175 27
321 8 947
169 845 340
767 716 47
216 917 885
471 801 734
88 42 846
894 504 924
857 212 119
140 461 312
720 500 628
25 913 433
752 692 796
725 419 781
899 710 563
142 757 746
988 623 49
693 758 877
246 428 81
63 274 504
609 455 606
149 632 693
985 493 548
982 90 713
866 889 290
593 440 668
243 902 170
851 755 462
234 283 912
500 563 316
553 808 323
466 889 243
798 49 500
414 462 658
267 468 464
892 628 413
228 626 836
365 50 490
823 372 410
567 204 721
551 602 459
464 628 651
889 544 771
224 70 107
700 159 770
166 586 488
271 723 950
739 367 204
781 529 219
776 161 107
198 335 744
304 248 638
671 678 746
774 821 417
649 980 603
503 402 821
292 67 625
536 467 625
567 536 427
23 193 486
398 598 58
139 714 562
49 282 746
502 430 392
74 910 363
809 376 843
164 988 159
84 785 960
376 172 844
655 32 583
894 146 366
453 547 667
177 855 294
158 778 236
556 304 729
131 382 729
725 440 66
746 38 864
105 56 254
498 510 915
3 633 721
197 863 105
875 750 965
99 801 552
605 694 249
369 560 698
338 751 151
103 456 416
138 785 176
343 456 161
223 538 381
215 286 938
580 274 700
811 604 552
148 108 472
242 806 513
446 81 110
733 985 617
263 913 225
728 637 253
662 34 863
603 305 504
341 680 206
904 145 546
920 961 560
110 769 500
383 437 100
378 930 266
202 701 277
610 272 152
555 746 376
217 242 595
446 671 986
575 902 415
48 314 186
495 726 760
612 512 519
831 517 973
876 891 543
425 171 112
167 824 191
752 395 19
463 240 883
731 192 911
75 768 667
495 118 895
361 750 553
711 287 207
709 908 710
86 563 721
38 608 257
168 335 945
389 591 849
61 455 506
946 123 646
387 911 163
703 612 618
112 734 730
778 138 608
342 102 153
3 139 851
521 829 491
872 280 190
908 118 983
301 634 959
976 309 73
669 197 401
256 105 765
934 669 60
138 865 742
652 577 149
326 795 910
349 69 108
423 296 146
639 474 211
269 232 361
360 831 814
878 724 98
949 654 944
442 818 412
264 137 12
499 4 894
250 461 949
235 629 121
243 824 175
826 375 940
81 775 657
970 727 237
825 513 984
401 602 208
544 208 123
264 192 606
380 17 231
640 868 985
330 564 929
816 198 28
254 517 427
573 114 6
731 864 253
682 894 310
677 785 65
90 520 671
470 240 124
378 828 856
251 710 503
775 439 439
35 227 327
447 786 62
356 475 10
453 877 843
521 605 525
887 748 554
598 139 400
276 885 952
447 346 965
684 759 385
520 289 878
702 592 475
842 78 889
323 667 421
214 411 778
355 352 427
866 180 665
337 236 673
311 814 871
27 52 86
886 668 832
718 847 918
446 917 102
30 680 133
197 975 381
277 613 153
573 101 142
798 801 156
831 665 688
402 971 806
462 413 784
633 855 790
575 451 870
828 357 91
169 649 708
221 49 425
614 675 159
794 358 823
600 77 161
291 781 319
354 246 556
342 255 518
286 775 71
975 390 634
161 916 337
266 12 297
461 823 559
866 296 353
526 330 206
429 536 870
989 639 920
86 238 863
576 98 373
333 738 61
602 902 720
606 332 406
683 833 487
578 536 537
341 451 124
880 506 417
38 821 146
659 900 686
532 673 27
545 703 803
786 697 467
954 121 322
396 331 536
24 948 363
777 855 364
911 20 141
284 576 731
783 621 18
364 46 846
459 738 414
763 367 87
845 100 896
563 597 210
423 23 849
685 746 256
205 136 669
93 608 856
58 123 241
695 892 606
581 743 902
910 213 697
845 377 103
953 683 164
50 437 341
38 401 899
255 894 480
577 717 243
955 16 140
122 571 742
26 413 569
550 121 792
501 399 281
749 887 639
847 792 839
430 254 754
429 944 513
667 259 844
407 639 664
107 894 172
461 733 970
541 684 885
130 14 833
640 751 535
459 839 523
640 753 88
457 236 464
803 60 290
722 418 212
189 45 213
289 222 342
965 451 372
666 16 175
324 572 409
55 897 227
23 636 102
231 774 926
27 502 703
910 474 14
146 242 405
139 724 600
145 703 960
958 896 57
774 67 711
503 618 560
271 699 217
251 617 538
427 453 381
948 8 854
52 601 183
789 122 681
47 335 938
321 397 831
856 442 712
202 617 662
64 579 807
920 551 194
326 977 601
135 406 907
711 182 759
505 823 945
870 963 927
747 62 794
920 169 603
186 975 130
54 285 802
320 386 944
764 638 889
657 147 536
117 537 592
70 543 534
113 5 960
31 856 71
372 513 244
452 927 189
939 669 751
545 689 486
755 709 454
82 889 675
248 717 646
264 171 494
43 10 377
596 13 138
669 608 254
91 536 66
271 978 470
799 474 723
677 370 330
326 674 65
423 494 553
574 524 559
812 266 92
690 420 25
73 557 888
774 264 968
210 136 788
778 375 655
533 111 417
768 28 554
912 536 97
116 177 792
447 931 559
760 413 216
939 611 139
532 427 967
381 437 270
409 810 444
845 788 232
322 456 486
448 211 452
771 573 29
714 32 606
840 77 440
187 476 547
640 735 723
760 976 585
393 762 79
945 462 833
929 758 247
265 564 162
328 579 989
610 289 616
426 811 709
585 102 115
859 370 228
311 875 820
701 108 816
987 549 482
147 806 785
626 279 504
362 814 52
20 188 742
907 131 52
866 706 11
40 642 759
756 519 506
105 36 683
443 595 13
632 213 895
152 971 813
432 229 649
368 478 713
181 234 93
922 685 245
307 881 842
212 724 983
389 273 657
549 734 285
665 802 579
853 176 114
527 809 971
759 129 782
752 210 678
308 813 362
193 308 669
256 232 21
337 893 733
396 471 621
452 19 295
700 669 234
153 191 74
215 857 420
147 284 240
528 3 201
556 152 350
266 6 374
8 124 117
234 536 504
240 395 382
936 769 161
145 915 591
180 944 708
175 683 355
606 676 400
214 933 957
639 34 887
121 714 668
985 965 117
628 201 185
321 401 79
149 925 44
864 783 294
583 124 307
981 422 111
957 377 759
215 467 195
865 747 110
368 962 975
182 432 733
475 602 361
29 802 652
954 185 585
520 551 619
541 808 664
661 915 247
326 164 533
510 188 950
253 708 938
43 567 913
545 487 643
557 553 408
980 212 500
461 614 896
54 979 471
556 770 515
835 862 769
976 665 931
679 456 843
632 334 489
922 924 460
869 402 420
630 888 105
231 631 774
460 884 634
752 944 442
479 279 465
197 442 955
957 566 925
490 14 200
655 559 966
349 766 282
449 651 362
293 666 911
103 88 693
18 289 884
135 934 284
40 932 920
712 406 892
986 491 284
486 119 317
115 251 936
405 939 128
379 354 605
67 231 845
153 662 595
745 500 24
238 644 883
380 885 721
103 445 350
445 516 510
85 456 421
939 433 766
455 680 516
922 914 102
667 480 228
782 587 94
899 338 341
37 718 203
292 563 670
195 513 772
357 686 58
31 106 346
759 761 364
700 181 437
787 203 923
462 266 585
444 586 826
721 262 442
427 498 211
73 899 232
361 709 940
580 842 860
455 302 89
20 214 129
368 94 927
129 789 687
368 747 14
30 105 979
374 516 428
106 647 360
344 234 303
777 258 434
243 65 687
612 678 612
16 457 568
600 607 410
692 963 445
630 958 324
926 706 604
331 87 260
981 902 735
80 74 412
309 242 144
164 238 482
78 516 869
553 809 439
685 387 552
617 361 915
86 82 495
822 810 427
95 200 663
61 628 580
919 870 891
26 208 925
300 494 441
391 852 76
634 754 244
60 16 625
964 889 973
50 365 38
702 139 821
795 717 420
262 639 273
373 245 295
402 872 113
499 648 173
544 718 921
489 269 55
2 9 865
177 957 617
908 601 167
903 543 254
683 91 375
828 416 407
476 359 8
596 639 441
65 490 113
531 302 106
292 287 739
747 547 665
753 568 350
562 989 689
791 278 441
269 798 327
979 387 949
330 95 612
681 850 141
733 422 794
720 113 648
355 20 554
381 197 117
915 128 998
554 376 112
696 268 76
287 863 453
931 962 680
633 426 595
824 620 930
116 132 872
957 802 34
281 880 558
421 912 108
955 935 428
564 45 846
301 839 821
355 356 51
913 860 344
722 764 559
26 139 787
965 635 270
571 640 987
914 300 871
270 166 844
843 951 153
404 19 230
100 645 888
906 557 44
411 837 568
413 180 123
431 282 472
811 617 274
820 523 937
409 677 275
143 350 286
440 505 143
165 190 280
582 201 834
461 930 219
665 460 557
49 610 174
899 91 589
786 279 403
226 795 579
119 306 80
547 908 985
565 450 407
199 798 379
863 30 70
989 433 935
631 826 120
532 683 870
253 263 970
103 405 578
263 613 271
917 801 533
915 620 879
320 882 195
665 442 419
359 906 658
77 988 644
636 849 40
429 578 628
579 759 666
283 329 539
668 335 416
217 503 68
770 775 902
162 184 368
327 285 318
161 141 712
823 232 722
829 96 106
111 544 911
210 929 718
873 235 66
360 18 109
303 562 364
786 22 391
225 490 975
722 325 970
757 244 94
968 430 843
546 782 566
376 514 630
260 805 448
350 636 188
16 210 886
540 660 453
353 523 598
652 106 699
406 118 718
863 976 488
85 398 75
483 859 18
867 444 734
573 279 727
531 609 944
23 377 928
363 380 622
104 668 234
979 579 131
501 988 35
819 549 960
7 104 476
478 170 997
816 155 639
112 936 284
364 666 920
71 95 553
638 891 55
233 677 635
132 284 697
559 949 853
49 387 78
174 497 486
313 194 423
440 633 749
737 546 914
78 74 694
957 565 326
543 837 636
592 865 498
556 75 686
470 520 39
956 425 217
649 359 632
315 404 667
499 701 792
714 23 704
203 683 447
206 803 165
360 569 432
914 245 101
338 880 304
854 545 872
576 46 315
670 679 449
51 984 436
426 378 179
561 422 670
239 437 150
217 644 979
903 962 338
459 102 385
300 685 944
401 609 901
671 838 340
490 501 818
774 480 173
422 687 196
276 849 499
621 812 913
591 321 569
278 592 267
781 209 647
64 539 938
60 587 534
947 893 471
678 498 543
946 471 869
41 611 51
20 118 194
785 7 342
672 790 162
541 79 415
498 292 376
223 544 703
811 90 860
491 55 833
979 911 124
711 835 783
679 361 466
760 810 678
405 348 571
347 768 182
285 811 985
779 376 621
899 254 138
313 46 361
560 478 957
193 724 138
113 170 274
502 371 223
193 161 908
899 185 807
842 812 902
427 660 201
627 150 124
856 389 642
90 887 411
825 467 419
869 54 474
496 271 423
727 243 623
761 238 954
475 420 456
892 818 458
934 739 900
748 899 148
99 144 225
169 887 507
890 485 164
517 586 97
85 247 557
399 965 302
796 581 552
60 530 110
177 979 621
878 474 758
33 660 924
517 436 626
788 745 395
662 227 403
615 863 779
801 262 708
550 419 369
761 333 876
607 368 637
937 490 936
203 791 202
78 890 955
403 531 523
185 989 482
920 472 410
959 674 522
409 866 783
972 110 435
52 236 830
465 350 180
518 27 196
975 454 34
688 648 216
554 490 515
782 134 584
977 876 113
252 509 458
392 826 376
313 26 520
11 828 169
802 50 288
191 879 377
16 689 799
516 207 155
372 308 247
328 29 626
202 364 309
2 519 566
466 374 181
900 800 831
104 569 558
794 140 174
654 130 544
397 694 8
570 346 190
275 682 640
954 639 281
162 452 74
385 712 465
813 8 981
46 898 325
675 480 646
281 518 566
349 812 314
414 523 414
508 80 624
529 747 506
295 321 275
815 114 891
621 822 93
593 180 217
613 688 204
300 23 606
940 860 532
312 744 960
840 197 170
831 534 330
72 150 897
683 743 559
310 40 161
597 643 404
619 888 240
806 91 999
858 698 494
786 809 551
77 951 792
662 863 486
389 243 394
274 651 291
866 630 274
141 647 459
791 140 15
503 492 244
220 520 431
226 742 760
538 399 87
243 656 364
24 843 121
511 109 86
881 649 732
866 705 460
371 255 727
980 426 618
893 378 853
951 740 389
56 492 802
603 121 931
467 890 777
328 630 733
545 635 621
610 416 970
46 589 224
979 318 70
892 280 981
680 821 473
53 920 636
840 89 847
64 969 483
523 812 902
882 412 211
766 411 930
855 446 820
533 346 503
766 506 996
330 613 303
405 278 348
819 230 238
449 303 949
860 862 646
832 958 459
454 181 186
327 593 616
656 36 755
84 521 19
35 511 40
843 422 830
526 982 857
164 838 926
719 638 455
428 238 776
152 770 454
72 551 434
126 717 968
621 172 287
877 645 427
232 39 255
470 65 847
653 523 719
597 373 866
43 733 866
527 986 85
665 271 745
217 59 743
543 410 848
887 720 67
25 740 560
361 483 577
234 800 820
808 931 957
171 140 530
672 290 420
310 512 330
672 569 449
575 842 758
482 591 351
797 38 947
299 671 377
293 624 391
197 76 465
734 880 56
643 92 124
864 136 819
117 203 111
612 169 546
281 28 114
764 733 335
687 509 257
430 253 715
439 752 409
765 507 220
531 729 835
479 65 714
919 131 829
949 774 661
658 700 509
210 487 907
289 705 262
301 847 17
79 318 964
23 658 73
511 261 864
689 754 963
700 908 381
495 487 884
332 219 121
679 251 691
282 753 31
359 454 685
184 661 442
142 628 809
86 528 50
62 277 447
865 636 390
668 847 453
121 723 983
465 850 403
35 515 643
831 117 915
755 361 488
819 552 209
104 419 492
309 195 913
238 411 246
228 115 748
393 169 182
766 533 886
87 452 608
147 595 323
646 501 843
933 412 43
297 971 657
846 669 311
194 370 292
735 197 78
191 780 160
840 191 492
376 466 1
961 255 781
406 961 568
960 167 921
844 495 216
639 643 915
348 542 563
522 271 328
413 725 551
288 786 241
53 555 84
858 262 329
544 77 105
21 713 766
250 279 602
897 30 501
942 147 703
508 846 135
364 786 399
879 898 703
276 465 36
639 532 295
220 398 416
9 684 58
920 658 388
496 885 268
58 699 825
199 657 708
286 156 687
534 967 917
13 493 513
299 141 998
953 199 578
653 373 536
38 115 672
900 138 944
671 228 793
94 79 708
15 691 199
787 880 233
437 305 281
88 692 524
924 304 178
925 441 458
126 180 637
897 810 106
919 591 738
902 706 759
570 350 11
493 29 700
780 126 309
726 921 445
626 628 751
426 77 878
826 79 433
354 176 323
642 804 700
928 582 471
689 351 956
398 10 757
117 751 674
929 132 932
182 472 640
937 500 206
74 326 167
141 985 330
677 19 765
225 131 911
138 762 349
898 240 582
283 589 781
151 418 709
715 915 919
127 52 533
698 226 943
688 338 947
759 598 414
810 226 726
812 562 85
888 660 468
194 88 75
138 198 981
8 88 305
917 4 121
348 458 101
248 691 148
328 422 702
687 347 479
125 822 225
392 153 189
207 66 453
455 90 592
309 531 57
536 917 643
890 559 966
384 503 586
226 305 263
105 113 329
671 133 651
639 820 914
250 943 988
479 197 625
562 55 797
175 141 900
783 648 630
181 635 63
828 268 360
708 464 666
234 452 332
670 279 879
262 946 934
535 437 109
774 847 619
896 13 653
583 628 518
154 545 128
223 79 699
697 373 786
407 577 584
496 568 411
585 427 5
184 125 537
846 165 967
530 461 897
59 197 205
93 440 596
470 598 705
443 231 187
632 854 782
384 149 192
759 357 83
7 60 619
714 86 801
395 452 560
9 40 793
363 146 135
563 110 277
655 68 994
286 919 861
262 334 803
663 238 764
372 707 874
121 438 631
824 315 523
385 70 272
606 701 433
903 340 94
125 275 626
487 977 261
252 713 235
2 725 312
368 121 839
850 533 678
761 850 837
590 634 279
138 452 422
232 493 182
505 723 503
780 81 906
131 134 861
421 487 419
439 383 594
961 411 606
113 381 926
462 597 767
908 399 399
762 785 916
207 707 464
385 470 701
964 180 677
645 703 463
468 610 712
144 897 209
698 800 37
46 502 580
629 69 964
928 204 193
291 552 481
258 682 285
746 633 159
98 498 813
946 748 472
718 44 85
941 258 801
155 347 699
548 273 90
959 857 527
533 323 473
716 398 512
663 107 813
942 763 629
471 877 461
569 187 192
934 785 516
856 238 711
485 101 496
105 697 623
846 27 460
549 29 459
984 458 270
353 429 251
39 864 201
705 175 591
80 955 801
298 725 554
893 395 312
964 484 435
4 738 937
486 479 848
964 727 332
898 510 415
592 395 584
970 731 705
974 671 526
564 771 218
922 631 817
988 195 179
157 537 669
420 105 17
559 560 637
626 159 604
355 159 496
309 384 705
791 375 803
548 749 720
138 232 11
197 75 506
301 919 146
309 483 401
478 803 611
616 528 405
714 103 17
674 962 947
881 484 753
941 482 951
207 854 949
258 166 972
477 94 518
38 732 520
374 975 768
154 381 129
356 762 351
721 8 133
398 14 279
664 267 638
940 328 657
373 576 938
896 274 980
365 57 606
91 203 232
847 593 733
454 442 249
188 407 322
423 207 209
491 346 819
620 891 427
751 834 647
634 729 323
821 876 798
808 971 451
360 372 647
958 914 787
210 450 989
228 255 378
591 874 980
464 319 744
423 197 383
320 47 482
914 602 778
511 174 276
315 371 453
937 841 182
518 548 352
397 793 341
674 35 882
313 589 924
508 106 958
2 457 838
729 565 443
469 614 403
929 48 802
301 482 83
610 693 593
787 447 708
647 136 228
552 870 598
573 642 263
38 20 246
597 72 647
477 515 769
406 988 488
243 949 167
769 850 314
734 903 83
58 445 751
476 930 690
170 361 549
61 424 803
293 553 325
516 414 719
699 275 446
596 111 735
317 291 538
8 953 926
177 98 213
468 361 439
764 384 206
509 877 953
626 847 191
473 368 52
974 308 524
204 645 263
700 900 223
366 830 416
285 309 982
60 747 739
333 198 676
615 654 435
942 887 315
357 679 265
535 464 702
444 34 221
77 928 960
280 919 852
854 592 360
804 794 794
336 700 469
933 965 469
10 416 14
373 159 645
136 413 41
559 185 839
153 44 758
668 245 261
215 435 247
799 286 127
441 309 985
988 95 840
293 537 565
368 606 865
910 672 628
448 721 559
803 268 146
271 287 56
152 44 360
521 418 886
958 800 229
632 322 120
122 941 287
